sentence_position,sentence_count,paragraph_position,paragraph_length
2,5,1,4
8,8,2,2
16,20,3,7
3,19,1,1
12,14,5,6
4,5,4,5
6,10,4,4
10,21,1,1
2,3,2,2
5,7,2,5
1,103,1,1
10,19,6,6
12,15,9,10
9,12,4,5
11,12,1,1
15,20,1,1
33,41,1,1
12,13,5,7
4,13,4,5
7,9,1,3
4,28,1,3
5,5,5,5
31,66,2,3
4,43,3,5
40,43,4,6
24,46,1,8
1,4,1,4
1,7,1,2
3,13,3,3
27,33,2,8
4,43,1,2
2,6,2,2
5,8,2,2
8,9,3,4
4,32,1,4
34,34,3,3
5,5,3,3
6,6,1,1
10,10,1,1
6,12,1,2
6,12,1,2
11,33,3,3
9,13,2,3
11,13,1,1
3,6,1,3
20,24,4,4
5,14,1,1
6,6,1,1
7,7,1,1
10,19,4,5
3,16,3,16
3,16,3,16
4,18,1,9
11,24,1,1
3,4,3,4
22,25,12,14
4,11,4,7
14,21,3,5
12,26,10,10
14,26,2,2
16,26,2,3
19,26,2,5
4,4,4,4
3,3,3,3
2,2,2,2
14,25,1,5
15,15,2,2
15,19,1,3
6,19,6,6
2,14,2,2
13,14,1,1
22,40,2,3
39,40,2,3
7,8,2,3
17,17,1,1
8,10,2,4
4,4,1,1
31,34,6,10
10,17,5,7
1,8,1,3
6,6,2,2
3,3,1,1
42,42,6,6
42,42,6,6
15,20,4,9
1,1,1,1
4,5,1,2
4,7,1,1
2,3,2,3
6,23,3,9
6,6,1,1
10,19,2,3
8,11,3,5
15,15,2,2
3,9,3,3
3,4,3,4
7,10,3,4
37,59,1,11
46,59,10,11
54,59,7,10
57,59,10,10
18,21,1,1
12,19,3,3
12,19,3,3
14,16,4,6
5,14,5,5
5,15,1,2
42,45,2,5
23,25,1,1
4,6,4,5
3,8,3,4
11,14,3,4
4,5,1,2
4,7,1,2
13,15,2,2
13,13,3,3
3,4,3,4
4,5,1,2
6,6,3,3
25,26,3,5
8,12,3,3
5,6,1,1
6,6,1,1
17,30,1,3
17,30,1,3
7,16,4,4
21,31,1,5
14,17,1,3
4,9,4,5
3,21,2,2
8,24,1,1
3,64,2,3
8,64,1,2
16,64,5,6
2,4,2,4
3,4,3,4
17,26,17,26
3,6,3,6
2,14,1,4
1,7,1,1
10,12,5,7
13,75,6,6
5,9,1,5
12,12,7,7
12,12,7,7
17,20,5,7
17,20,5,7
6,42,1,3
5,20,3,4
2,8,2,2
6,13,3,4
6,6,2,2
3,3,3,3
3,12,1,2
3,9,1,5
9,47,1,4
36,47,7,7
47,47,2,2
38,39,2,2
39,39,3,4
9,23,3,6
20,25,4,8
4,17,4,5
4,11,1,4
35,38,6,9
6,7,2,3
6,6,3,3
6,6,3,3
11,13,1,1
6,11,1,2
10,11,3,4
11,11,4,4
9,18,1,1
10,11,5,6
4,6,4,6
28,42,10,14
31,42,13,14
5,8,5,5
2,4,2,2
5,15,3,3
13,36,5,5
28,36,6,6
5,12,3,5
5,9,5,6
5,5,5,5
4,4,3,3
4,12,3,4
8,9,3,4
2,2,2,2
12,50,3,3
4,5,1,1
1,2,1,2
7,7,7,7
9,31,2,4
17,31,2,7
8,9,1,2
8,9,1,2
8,9,1,2
29,35,1,5
3,11,2,2
3,4,2,4
4,4,4,4
28,65,2,5
3,16,3,3
10,16,1,3
4,25,3,4
5,23,2,2
3,10,3,3
4,4,2,2
29,47,4,4
8,8,2,2
5,8,1,4
6,8,2,4
5,8,1,4
6,8,2,4
3,13,3,5
2,3,2,3
3,13,3,5
2,3,2,3
4,7,4,4
5,8,1,4
6,8,2,4
3,26,3,3
11,26,8,8
15,26,4,5
20,26,4,7
22,26,6,7
7,9,1,4
3,9,1,2
7,8,6,8
10,12,2,2
12,14,1,3
23,26,2,4
13,30,5,9
28,30,1,4
13,42,12,16
16,42,15,16
29,42,3,10
26,32,2,4
11,12,1,2
1,12,1,3
4,17,1,5
16,17,8,9
5,5,5,5
9,11,1,3
5,6,1,2
16,33,1,18
5,10,1,2
3,7,1,4
15,32,2,6
9,31,1,5
9,15,3,3
5,6,1,2
1,3,1,1
22,34,3,3
5,22,2,3
16,22,1,3
3,36,1,3
7,8,3,4
14,22,3,5
6,36,2,4
14,22,2,5
4,30,1,13
14,30,11,13
26,30,10,13
3,19,1,7
9,10,1,1
9,11,9,11
11,11,11,11
4,7,3,3
6,9,1,2
12,21,3,8
5,5,1,1
13,16,1,4
8,15,1,5
3,13,1,1
8,14,8,14
6,8,5,5
2,5,2,3
1,5,1,1
4,9,2,2
4,9,2,2
