sentence_position,sentence_count,paragraph_position,paragraph_length
18,34,4,5
26,34,7,7
32,34,2,3
34,34,1,1
1,4,1,3
1,4,1,3
4,6,1,2
7,7,3,3
3,5,3,5
3,5,3,5
6,26,4,16
18,26,16,16
19,26,1,5
1,7,1,7
2,7,2,7
3,7,3,7
7,7,7,7
1,2,1,2
3,12,3,10
10,12,10,10
9,9,2,2
1,6,1,6
6,9,2,2
9,13,2,7
1,3,1,3
5,6,3,4
10,13,1,5
1,2,1,2
4,4,4,4
1,16,1,2
13,16,3,4
10,13,1,5
1,2,1,2
4,4,4,4
1,16,1,2
13,16,3,4
10,13,1,5
1,2,1,2
4,4,4,4
1,16,1,2
13,16,3,4
1,31,1,1
6,31,1,2
10,31,1,2
11,19,10,11
17,19,1,4
18,19,2,4
19,19,3,4
3,15,3,5
5,15,5,5
11,73,1,2
18,73,6,6
36,73,4,4
51,73,2,5
53,73,4,5
60,73,5,7
65,73,1,5
5,11,5,7
6,10,6,6
16,16,3,3
6,10,3,4
10,10,1,1
5,6,2,2
1,2,1,2
5,8,1,4
3,6,3,5
6,6,1,1
5,24,2,5
14,24,6,8
16,24,8,8
12,13,1,2
6,6,3,3
6,6,3,3
5,15,3,3
6,15,1,2
4,4,4,4
2,2,2,2
5,9,5,9
9,9,9,9
1,5,1,5
5,5,5,5
14,14,2,2
1,11,1,11
1,11,1,11
1,3,1,1
2,6,2,2
5,14,5,5
8,14,1,1
2,17,1,1
4,17,2,2
8,17,4,4
7,12,1,2
9,12,1,4
28,56,13,14
43,56,4,6
8,8,1,1
2,13,2,2
3,13,1,7
4,13,2,7
3,3,3,3
10,10,4,4
2,11,2,2
10,11,5,6
5,21,5,8
12,21,4,4
18,21,6,8
10,13,4,7
3,3,3,3
1,12,1,6
12,12,8,8
1,17,1,1
5,17,2,2
15,17,3,5
16,17,4,5
1,3,1,3
7,40,4,4
20,40,2,7
25,40,7,7
26,40,1,9
31,40,6,9
8,14,1,2
10,14,1,5
11,12,5,6
6,6,1,1
6,6,1,1
6,8,1,1
7,28,2,2
16,28,4,5
9,10,3,4
11,17,11,14
13,17,13,14
17,17,3,3
11,17,11,14
13,17,13,14
17,17,3,3
11,17,11,14
13,17,13,14
17,17,3,3
2,2,1,1
43,43,3,3
4,6,2,2
7,62,1,27
31,62,25,27
41,62,8,28
45,62,12,28
47,62,14,28
50,62,17,28
52,62,19,28
56,62,23,28
5,6,3,3
6,6,4,4
5,6,3,3
9,11,2,2
1,6,1,4
5,6,1,1
2,5,1,2
1,4,1,1
3,4,2,2
1,5,1,1
2,5,1,3
1,5,1,3
5,5,2,2
4,5,1,1
6,6,2,2
3,4,3,4
6,11,6,6
7,11,1,2
7,18,3,3
13,18,3,5
2,4,1,1
4,4,1,1
1,7,1,1
5,8,5,8
1,2,1,2
2,2,2,2
10,10,1,1
10,10,1,1
1,4,1,2
7,7,6,6
6,9,2,3
6,9,2,3
3,50,2,4
8,50,3,4
18,50,9,12
19,50,10,12
10,16,2,3
3,6,3,3
6,6,3,3
4,4,4,4
4,8,2,3
6,8,1,2
3,21,3,3
9,21,4,4
7,36,5,7
2,9,2,4
6,9,2,2
5,10,1,2
7,17,7,8
15,17,2,2
4,17,2,3
6,17,1,5
14,17,3,6
1,3,1,1
7,9,1,3
1,3,1,1
4,10,4,7
2,18,2,5
5,18,5,5
10,18,2,3
5,6,1,1
1,21,1,7
21,21,10,10
8,10,4,4
9,14,1,3
9,14,1,3
9,15,3,4
8,15,3,5
3,6,3,4
6,6,3,3
7,16,2,2
11,16,4,4
3,5,3,5
11,26,10,22
25,26,2,2
11,26,10,22
25,26,2,2
1,9,1,4
7,9,3,5
7,10,1,2
9,10,1,1
10,10,1,1
4,5,2,3
45,62,4,6
56,62,3,3
60,62,4,6
3,3,2,2
1,4,1,4
2,4,1,3
1,4,1,4
1,21,1,3
16,21,1,2
20,21,3,4
6,6,2,2
6,10,1,5
1,21,1,3
16,21,1,2
20,21,3,4
1,21,1,3
16,21,1,2
20,21,3,4
4,11,3,3
11,11,2,2
4,8,1,5
5,8,2,5
1,11,1,4
2,5,2,5
5,10,5,7
7,10,7,7
4,17,3,5
6,17,5,5
17,17,1,1
3,3,1,1
2,4,1,1
1,1,1,1
3,10,1,1
8,11,3,4
10,11,1,2
11,11,3,3
5,7,5,5
2,5,1,3
3,5,2,4
5,5,1,2
7,12,2,5
2,4,2,3
6,8,2,2
7,8,1,1
1,17,1,6
13,17,1,2
17,17,1,1
10,19,1,1
19,19,1,1
8,15,3,3
11,15,2,2
3,6,3,4
2,4,2,3
3,4,3,3
11,27,5,6
8,11,1,4
7,8,6,7
2,8,2,3
2,8,2,3
10,14,4,4
11,14,1,4
7,16,2,3
11,16,1,3
16,16,1,1
7,16,2,3
11,16,1,3
16,16,1,1
8,9,1,2
4,4,1,1
2,6,1,1
4,4,1,1
4,4,1,1
23,24,1,2
5,10,1,3
10,10,3,3
10,10,4,4
17,20,6,9
12,16,2,6
12,16,2,6
4,23,3,3
18,23,1,1
22,23,4,4
3,9,1,4
3,9,1,4
8,17,2,5
17,17,6,6
8,17,2,5
17,17,6,6
13,13,5,5
2,9,2,3
3,3,1,1
6,19,4,5
13,19,2,5
19,19,2,2
19,19,1,1
19,19,1,1
10,18,2,4
15,18,3,3
17,18,2,2
4,6,4,6
6,6,6,6
4,16,1,8
5,16,2,8
7,7,7,7
3,13,3,6
4,13,4,6
6,13,6,6
7,13,1,7
8,13,2,7
2,11,2,6
7,11,1,5
9,11,3,5
11,11,5,5
3,8,3,6
3,13,3,7
4,13,4,7
6,13,6,7
1,2,1,1
6,11,2,2
9,11,2,4
5,5,1,2
5,5,2,2
2,15,2,4
9,15,2,3
1,11,1,1
8,11,3,3
3,5,1,2
6,11,1,6
1,10,1,1
8,10,1,3
7,8,1,2
6,6,6,6
15,15,4,4
4,4,4,4
6,6,6,6
4,5,1,2
11,16,5,10
14,16,8,10
1,22,1,3
8,22,4,6
9,22,5,6
1,3,1,3
6,16,2,2
6,16,2,2
6,16,2,2
6,16,2,2
6,8,1,3
8,15,2,4
10,15,4,4
3,6,3,6
5,6,5,6
2,7,2,2
2,8,2,2
2,6,1,3
3,6,2,3
1,7,1,2
11,18,2,4
18,18,1,1
5,20,2,2
7,20,2,5
9,20,4,5
7,61,1,5
8,61,2,5
21,61,7,19
29,61,15,19
32,61,18,19
33,61,19,19
38,61,2,3
44,61,1,9
54,61,1,5
61,61,2,3
61,61,3,3
1,9,1,8
5,9,5,8
5,15,1,1
14,15,1,3
6,11,2,2
1,1,1,1
1,1,1,1
15,15,15,15
3,4,1,1
4,4,1,1
2,3,1,1
9,16,3,9
13,16,7,9
14,16,8,9
9,16,3,9
13,16,7,9
14,16,8,9
2,9,2,4
6,9,2,2
3,3,2,2
3,3,2,2
12,13,6,7
13,13,7,7
2,11,2,3
2,9,2,2
2,2,1,2
6,16,2,5
2,8,2,3
3,8,3,3
2,2,1,1
7,7,7,7
5,14,5,5
7,14,2,3
13,14,2,3
4,4,1,1
2,23,1,1
6,23,1,5
12,23,2,2
19,23,4,5
7,7,4,4
3,11,3,4
3,7,3,7
3,9,3,3
6,9,1,1
3,7,1,6
3,23,2,3
6,23,2,2
3,7,1,1
2,5,2,2
4,4,3,3
4,5,1,2
3,12,3,3
2,21,2,2
8,21,6,19
12,21,10,19
21,21,19,19
8,8,1,1
11,20,1,3
2,18,2,2
5,18,3,3
6,18,1,2
18,18,1,2
6,6,6,6
6,8,3,3
7,8,1,2
7,19,3,3
1,17,1,1
4,17,3,5
13,23,4,4
11,17,3,3
17,17,3,3
1,3,1,3
3,3,3,3
5,13,5,5
1,3,1,3
1,3,1,3
3,3,3,3
2,5,2,2
3,9,3,4
4,9,4,4
10,10,5,5
13,20,1,4
13,20,1,4
14,15,1,3
15,15,2,3
5,7,1,3
6,7,2,3
8,16,8,8
9,16,1,8
15,16,7,8
17,26,2,4
25,26,6,7
3,6,2,2
5,6,2,3
4,16,3,4
5,16,4,4
7,16,2,3
11,16,3,4
25,40,9,10
4,7,4,7
7,7,7,7
1,4,1,4
6,10,5,7
9,11,5,7
6,19,3,4
12,19,5,6
13,19,6,6
2,6,2,2
4,15,4,4
13,15,1,2
14,15,2,2
4,15,4,4
13,15,1,2
14,15,2,2
4,15,4,4
13,15,1,2
14,15,2,2
4,15,4,4
13,15,1,2
14,15,2,2
20,20,4,4
12,43,1,1
14,43,2,4
17,43,1,4
28,43,3,3
29,43,1,3
30,43,2,3
3,9,2,2
3,3,3,3
3,18,3,5
4,18,4,5
3,4,1,2
2,4,2,4
5,8,5,8
7,7,2,2
4,11,4,4
5,11,1,1
7,11,2,3
1,31,1,2
2,5,2,2
4,5,2,3
5,5,3,3
8,34,8,9
30,34,1,5
5,18,5,5
17,18,4,5
4,17,2,6
5,17,3,6
6,17,4,6
4,17,2,6
5,17,3,6
6,17,4,6
4,17,2,6
5,17,3,6
6,17,4,6
3,5,3,3
4,5,1,2
1,5,1,2
5,11,2,2
3,9,3,4
1,3,1,3
17,20,1,4
3,3,3,3
1,5,1,1
4,5,1,2
5,5,1,1
3,3,3,3
5,7,1,1
1,5,1,1
4,5,1,2
5,5,1,1
17,17,2,2
2,2,1,1
3,6,3,6
4,6,4,6
6,16,1,1
14,16,2,4
3,6,3,6
4,6,4,6
12,12,1,2
10,10,3,3
1,3,1,1
2,3,1,1
4,4,1,1
7,7,7,7
4,11,2,4
6,11,4,4
1,5,1,2
2,5,2,2
5,5,3,3
2,6,1,2
5,6,2,4
8,11,5,5
7,12,3,4
9,12,1,4
8,11,5,5
7,12,3,4
9,12,1,4
2,6,1,6
3,6,2,6
6,6,5,6
1,6,1,6
2,6,2,6
5,29,2,3
8,29,2,4
9,29,3,4
11,29,1,12
22,29,12,12
6,6,6,6
2,5,2,2
16,18,5,6
2,5,2,2
4,24,3,5
5,24,4,5
9,24,3,3
16,24,2,5
2,26,2,7
7,26,7,7
8,26,1,8
9,26,2,8
10,26,3,8
14,26,7,8
26,26,11,11
1,10,1,1
6,10,5,8
1,1,1,1
6,9,6,8
6,7,2,2
8,8,3,3
7,8,2,3
7,8,2,3
7,8,2,3
8,12,1,2
2,16,2,2
11,16,1,2
6,15,1,4
2,10,2,2
7,10,5,5
2,10,2,2
7,10,5,5
2,41,1,2
5,41,2,12
9,41,6,12
11,41,8,12
26,41,11,11
32,41,6,10
4,5,4,5
4,5,4,5
1,23,1,2
12,23,4,7
14,23,6,7
20,23,5,6
23,23,2,2
1,10,1,1
8,10,2,3
10,10,1,2
10,10,2,2
2,10,2,6
10,10,5,5
8,11,2,2
7,12,7,9
6,9,6,9
8,9,8,9
5,14,4,5
10,14,4,5
4,9,4,5
1,6,1,2
6,6,1,1
6,8,6,8
2,8,2,8
3,5,1,1
6,9,3,6
10,19,2,6
12,19,4,6
15,22,4,4
5,5,5,5
10,28,1,2
16,28,1,2
28,28,1,2
16,27,7,9
26,27,4,5
1,5,1,1
4,14,2,5
6,14,4,5
3,6,3,4
6,6,1,1
4,4,2,3
2,4,2,4
6,7,1,2
12,17,2,3
15,17,2,2
2,8,2,2
4,8,2,2
10,14,1,5
14,14,5,5
20,39,1,4
28,39,5,6
29,39,6,6
10,10,3,3
3,4,1,1
14,23,3,5
2,2,1,1
2,2,1,1
1,1,1,1
2,2,1,1
2,2,1,1
1,1,1,1
12,18,8,8
4,4,2,2
14,19,1,1
2,8,2,2
6,8,2,3
1,4,1,4
4,4,4,4
1,6,1,4
5,10,5,5
4,4,1,1
1,9,1,1
3,10,3,3
2,6,1,2
4,6,1,1
6,11,3,4
5,5,2,2
5,8,3,5
1,5,1,1
7,20,2,14
4,27,3,3
7,27,2,4
12,27,3,6
18,27,3,3
23,27,5,5
6,6,3,3
6,6,1,1
3,5,2,2
1,10,1,4
7,25,4,4
3,15,3,5
4,15,4,5
9,12,2,2
1,2,1,2
2,19,2,3
1,3,1,3
2,38,2,2
11,38,4,6
13,38,6,6
15,38,2,6
24,38,5,9
34,38,1,5
29,37,3,4
29,37,3,4
1,6,1,1
3,6,2,5
31,75,2,6
37,75,2,4
39,75,4,4
2,7,2,5
9,16,5,12
13,16,9,12
2,28,2,5
4,28,4,5
13,28,1,2
25,28,2,3
2,4,1,2
2,3,2,2
3,3,2,2
10,11,1,1
2,7,2,2
3,49,3,4
5,49,1,1
10,49,4,5
17,49,1,1
21,49,2,3
23,49,1,1
27,49,3,6
29,49,5,6
44,49,6,7
46,49,1,1
11,14,3,3
3,7,1,5
5,7,3,5
7,7,4,4
5,5,2,2
8,8,5,5
11,14,1,4
3,9,1,4
22,24,3,5
10,13,6,6
12,13,2,2
14,18,1,1
5,6,1,3
6,6,1,1
2,11,2,3
3,4,2,2
2,7,2,7
4,4,4,4
2,2,1,1
1,3,1,1
2,14,2,4
13,21,3,5
20,21,1,2
1,8,1,1
4,8,2,3
6,8,1,2
8,8,1,1
1,11,1,2
5,5,1,1
2,15,1,3
3,15,2,3
7,15,3,8
2,10,2,2
7,7,7,7
7,7,7,7
14,15,1,2
3,12,3,4
4,12,4,4
9,10,1,2
1,12,1,2
6,12,3,3
1,6,1,6
2,6,2,6
3,6,3,6
4,6,4,6
6,6,6,6
8,8,1,1
4,4,4,4
5,15,5,15
3,5,1,1
3,13,3,13
8,13,8,13
2,7,2,3
2,7,2,3
2,3,2,3
1,2,1,1
2,2,1,1
10,12,10,12
7,7,1,3
7,7,2,3
7,7,3,3
2,5,2,2
5,5,1,1
2,4,2,2
1,14,1,1
7,14,2,2
8,14,1,1
5,23,2,3
7,23,1,2
16,23,3,3
17,23,1,3
22,23,3,6
23,23,4,6
1,15,1,1
1,6,1,3
16,16,1,1
3,6,3,6
1,13,1,1
4,13,3,4
7,13,2,4
8,13,3,4
10,13,1,1
1,10,1,4
10,19,5,8
5,5,2,2
13,14,1,2
2,15,2,4
14,15,3,4
2,9,2,2
1,8,1,1
4,8,3,6
8,8,1,1
14,17,4,4
17,17,1,2
6,10,2,2
7,10,1,2
1,4,1,4
3,8,3,8
6,8,6,8
1,7,1,2
1,1,1,1
4,4,1,1
1,2,1,2
9,9,5,5
11,16,2,7
13,16,4,7
17,29,2,6
23,29,2,8
28,29,7,8
13,35,6,7
18,35,4,8
19,35,5,8
34,35,2,3
9,15,2,3
1,3,1,3
1,3,1,3
5,19,1,1
1,7,1,5
21,30,2,5
28,30,4,4
3,5,2,2
3,3,1,1
5,5,5,5
10,18,3,5
11,18,4,5
15,18,3,5
1,4,1,1
3,4,1,1
4,4,1,1
7,7,3,4
2,4,2,3
4,4,2,2
6,17,2,2
1,19,1,3
3,19,3,3
5,19,2,9
11,19,8,9
15,19,3,5
1,9,1,2
7,9,2,4
8,9,3,4
1,8,1,1
2,8,1,4
1,8,1,1
2,8,1,4
3,4,3,4
3,16,1,3
7,7,1,1
6,6,2,2
28,37,1,1
37,37,4,6
37,37,6,6
12,49,3,7
25,49,3,4
29,49,3,6
41,49,3,3
1,5,1,5
3,5,3,5
4,5,4,5
5,19,2,3
6,19,3,3
9,19,1,2
16,19,4,7
19,19,7,7
10,17,3,7
5,11,3,3
9,31,3,6
1,20,1,1
4,20,2,5
2,11,2,2
9,11,1,1
4,8,4,4
6,8,1,3
2,7,2,5
6,7,1,1
7,7,1,1
1,9,1,1
9,9,2,2
6,6,4,4
6,7,1,2
11,20,3,5
12,20,4,5
13,20,5,5
9,14,1,2
14,14,1,1
10,14,4,5
12,14,1,1
13,15,1,3
2,4,1,1
2,11,1,1
2,11,1,1
12,14,3,5
12,14,3,5
1,3,1,1
1,5,1,2
3,5,1,3
25,33,1,1
26,33,1,1
1,15,1,8
5,8,1,1
6,8,1,3
1,3,1,3
13,22,5,10
22,22,4,4
1,15,1,7
15,15,1,1
33,36,5,5
33,36,5,5
1,10,1,1
5,10,1,2
7,10,1,4
8,10,2,4
10,10,4,4
1,17,1,1
13,17,12,12
15,17,2,4
15,40,5,5
17,40,2,2
28,40,9,14
34,40,1,4
36,40,3,4
37,40,4,4
39,40,2,3
8,11,1,3
9,11,2,3
6,8,2,4
7,8,3,4
8,8,4,4
3,38,2,2
22,38,3,6
37,38,1,1
38,38,2,3
3,38,2,2
22,38,3,6
37,38,1,1
38,38,2,3
3,38,2,2
22,38,3,6
37,38,1,1
38,38,2,3
3,38,2,2
22,38,3,6
37,38,1,1
38,38,2,3
12,22,2,7
1,4,1,3
8,12,4,8
4,5,1,1
1,5,1,1
1,10,1,10
7,10,7,10
10,10,10,10
3,10,3,4
9,9,2,2
8,26,4,4
25,26,4,6
9,10,5,5
10,10,1,1
18,36,1,3
34,36,2,4
1,6,1,2
2,6,2,2
8,9,2,3
17,23,2,2
6,22,2,5
12,22,3,11
13,22,4,11
18,22,9,11
6,10,3,3
2,11,2,2
10,11,2,5
3,3,3,3
3,3,3,3
5,9,5,5
3,8,3,4
4,8,4,4
1,10,1,1
10,10,1,2
1,5,1,4
4,5,4,4
3,9,1,4
1,8,1,1
5,8,1,3
6,6,1,1
3,12,2,3
4,12,3,3
7,12,3,6
11,12,1,2
4,4,1,1
7,15,1,2
15,15,2,3
7,15,1,2
15,15,2,3
7,9,7,7
2,7,1,2
4,6,2,2
1,5,1,1
3,8,3,8
4,6,2,2
3,3,1,1
1,4,1,1
1,7,1,1
10,22,10,10
9,11,3,3
10,11,1,2
11,11,2,2
3,9,1,3
5,15,4,4
12,15,2,5
4,7,1,1
4,7,1,1
2,34,2,16
7,34,7,16
12,34,12,16
13,34,13,16
14,34,14,16
17,34,1,5
32,34,3,3
4,14,4,4
11,14,7,7
12,14,1,3
6,8,2,4
6,8,2,4
10,18,7,7
15,18,5,5
7,19,3,6
15,19,1,1
18,19,3,4
7,29,1,1
19,29,8,8
1,10,1,2
2,10,2,2
5,10,3,3
6,10,1,2
8,8,1,1
2,8,2,5
4,8,4,5
5,8,5,5
7,8,2,3
8,8,3,3
2,5,2,5
2,4,2,3
3,4,3,3
1,13,1,1
3,10,3,4
5,10,1,6
6,10,2,6
1,2,1,2
5,5,1,1
1,1,1,1
2,5,2,5
3,5,3,5
2,9,2,3
3,15,2,2
5,15,2,5
15,15,1,1
2,9,2,3
10,12,1,3
4,6,1,3
6,6,3,3
3,3,3,3
4,7,4,7
7,7,7,7
1,3,1,3
4,10,1,3
7,10,1,1
6,6,3,3
1,1,1,1
2,4,2,4
4,4,4,4
1,7,1,1
1,3,1,1
1,3,1,1
1,6,1,5
10,10,4,4
10,10,4,4
7,56,4,5
18,56,1,4
23,56,2,5
36,56,2,2
44,56,2,7
1,4,1,1
1,10,1,1
3,10,1,2
5,10,1,5
10,10,1,2
2,7,2,5
4,7,4,5
5,7,5,5
9,12,1,1
2,9,2,3
8,9,3,4
3,3,3,3
2,6,2,4
13,13,5,5
4,4,1,1
2,7,1,1
3,7,1,2
5,11,5,5
7,11,2,4
8,11,3,4
11,11,2,2
2,3,1,1
3,11,3,7
4,11,4,7
5,11,5,7
6,11,6,7
7,11,7,7
9,11,2,3
4,4,4,4
1,13,1,1
2,13,1,1
5,13,1,2
9,13,2,2
3,3,1,1
3,5,1,3
3,5,1,3
6,15,6,7
13,15,6,6
4,8,1,1
2,9,2,9
4,9,4,9
6,9,6,9
8,9,8,9
2,9,2,9
4,9,4,9
6,9,6,9
8,9,8,9
5,8,5,8
8,8,8,8
3,14,3,8
4,14,4,8
2,13,1,3
6,14,4,6
4,7,4,4
6,7,2,3
1,11,1,1
3,11,2,2
10,11,3,3
6,12,2,2
6,19,4,4
10,19,3,3
19,19,5,7
2,4,2,4
5,11,2,4
49,56,37,37
3,6,3,6
4,6,4,6
6,6,6,6
4,5,4,4
2,14,2,2
6,14,2,3
11,14,1,2
12,14,2,2
13,14,1,2
5,8,2,2
8,8,2,2
1,8,1,1
3,8,2,2
5,10,1,1
12,12,6,6
12,12,2,2
1,2,1,2
2,2,2,2
11,11,4,4
5,10,2,2
17,25,4,6
20,25,1,4
6,22,3,3
14,22,5,5
18,22,1,3
20,22,3,3
4,9,4,4
17,37,1,12
19,37,3,12
27,37,11,12
5,5,5,5
4,9,4,7
5,9,5,7
5,19,4,4
10,14,3,3
5,23,3,4
8,23,2,6
14,23,2,2
3,9,3,3
4,9,1,3
10,12,3,5
3,3,3,3
3,6,3,5
5,5,1,1
1,4,1,1
2,39,2,2
10,39,4,4
19,39,5,5
24,39,5,7
25,39,6,7
31,39,5,5
34,39,3,4
39,39,4,4
4,8,4,4
8,8,2,2
4,8,4,4
8,8,2,2
1,4,1,4
2,4,2,4
1,1,1,1
7,8,4,5
1,3,1,1
2,3,1,2
4,4,3,3
6,36,2,2
14,26,6,12
15,26,7,12
22,26,2,2
26,26,4,4
13,27,2,2
17,27,4,5
24,27,6,9
25,27,7,9
26,27,8,9
2,11,1,2
5,11,2,3
8,11,2,3
9,11,3,3
11,11,1,1
3,17,3,4
5,17,1,3
7,17,3,3
9,17,2,6
10,17,3,6
11,17,4,6
12,17,5,6
13,17,6,6
7,8,4,4
7,10,7,10
10,10,10,10
6,17,5,16
12,17,11,16
6,17,5,16
12,17,11,16
3,6,1,1
6,6,1,1
1,8,1,1
3,8,1,1
4,8,1,1
5,8,1,1
7,8,1,1
1,8,1,3
3,6,3,4
5,6,1,2
6,6,2,2
1,8,1,1
6,9,6,7
1,8,1,4
2,8,2,4
1,5,1,4
2,8,2,2
5,8,3,6
1,1,1,1
2,2,2,2
2,8,2,6
7,8,1,2
1,1,1,1
2,6,2,6
5,17,3,10
6,17,4,10
4,9,1,1
8,9,1,1
4,9,1,1
8,9,1,1
2,5,2,3
2,12,2,4
6,12,2,2
8,12,2,6
4,16,4,6
14,16,3,5
16,16,5,5
1,3,1,1
4,5,3,3
5,34,1,2
6,34,2,2
7,34,1,1
8,20,2,7
9,13,1,1
13,13,3,3
3,3,1,1
1,5,1,1
4,10,2,2
7,7,1,1
13,33,1,7
20,33,1,4
23,33,4,4
30,33,3,5
5,6,2,2
6,6,1,1
7,20,7,20
11,20,11,20
13,20,13,20
7,8,1,1
8,8,1,1
7,8,1,1
8,8,1,1
2,6,2,6
6,6,6,6
1,7,1,1
3,6,1,2
1,20,1,2
16,20,3,3
18,20,2,2
8,10,4,6
1,25,1,8
24,25,4,6
6,6,6,6
4,12,4,7
1,19,1,1
15,19,1,6
17,19,3,6
19,19,5,6
19,19,6,6
4,4,2,2
1,5,1,5
2,5,2,5
3,5,3,5
3,5,3,5
3,21,2,4
5,21,4,4
13,21,1,2
19,21,2,2
6,6,1,1
1,3,1,3
2,3,2,3
9,9,3,3
17,36,1,3
20,36,1,1
8,10,1,3
6,6,2,2
2,3,2,2
4,10,1,4
6,16,1,3
2,4,2,3
5,6,2,2
1,6,1,2
6,6,1,1
6,8,3,3
7,8,1,1
6,8,3,3
7,8,1,1
6,8,3,3
7,8,1,1
5,5,5,5
2,3,2,3
5,5,5,5
2,3,2,3
2,8,2,3
8,8,1,1
4,10,4,5
15,26,2,6
18,26,5,6
21,26,2,8
22,26,3,8
2,6,2,5
4,6,4,5
6,6,1,1
5,6,1,1
6,6,1,1
3,8,3,3
8,8,2,2
8,14,5,6
9,14,6,6
13,24,1,5
22,24,1,3
7,13,1,2
1,8,1,7
8,8,1,1
3,8,3,5
1,14,1,1
11,14,4,4
2,6,1,3
6,6,2,2
15,19,1,4
5,8,2,5
11,11,2,2
2,2,2,2
1,7,1,1
4,17,1,1
7,17,1,1
1,2,1,2
7,13,2,2
2,11,2,2
3,9,1,3
10,11,3,4
2,23,1,3
13,23,5,9
21,23,1,1
22,23,1,2
2,23,1,3
13,23,5,9
21,23,1,1
22,23,1,2
3,3,2,2
3,4,3,4
4,4,4,4
3,7,1,3
5,7,3,3
10,14,2,5
12,14,4,5
20,103,3,9
27,103,1,1
33,103,6,6
74,103,1,2
80,103,1,3
82,103,3,3
91,103,2,5
93,103,4,5
99,103,5,10
100,103,6,10
8,18,5,6
15,18,6,6
17,18,2,3
2,7,2,2
5,14,3,3
11,14,1,4
15,15,3,3
15,15,3,3
6,9,6,9
7,9,7,9
8,9,8,9
6,11,1,1
8,16,2,6
11,16,5,6
8,16,2,6
11,16,5,6
3,16,3,5
13,16,4,7
2,5,2,3
2,5,2,3
5,9,4,4
4,18,4,5
5,18,5,5
2,5,1,4
7,10,1,1
2,3,1,2
3,3,2,2
2,3,1,2
3,3,2,2
2,3,1,2
3,3,2,2
3,3,1,1
6,9,2,2
7,9,1,2
20,37,4,4
31,37,3,3
1,7,1,7
2,7,2,7
6,7,6,7
11,12,2,2
2,15,1,1
3,15,1,4
5,15,3,4
11,15,5,5
4,32,2,15
6,32,4,15
8,32,6,15
22,32,5,10
23,32,6,10
28,32,1,1
31,32,3,4
2,13,1,6
4,13,3,6
