sentence_position,sentence_count,paragraph_position,paragraph_length
2,10,1,2
3,4,1,1
4,4,1,1
4,4,1,1
1,9,1,4
8,9,4,5
8,8,3,3
3,4,1,2
21,28,5,6
7,17,5,5
8,17,1,2
17,17,1,3
6,14,2,3
9,16,3,6
16,30,2,7
23,30,1,6
9,18,1,5
12,18,4,5
6,6,1,1
6,6,1,1
6,6,1,2
5,19,1,1
2,47,2,2
3,47,1,4
36,47,3,4
44,47,7,7
11,16,6,7
12,16,7,7
6,8,1,3
7,10,3,4
10,10,3,3
5,6,1,2
2,18,2,3
11,18,8,8
3,8,3,7
7,8,7,7
6,19,4,11
18,19,5,6
11,29,1,1
25,29,6,6
2,8,2,2
8,8,4,4
5,8,1,3
8,8,1,1
6,21,1,5
15,21,5,6
17,21,1,2
20,21,2,5
21,21,5,5
23,27,9,12
26,27,12,12
27,27,1,1
4,4,1,1
5,7,2,3
2,9,2,4
9,9,5,5
1,9,1,6
9,9,4,4
5,5,5,5
1,15,1,2
6,15,2,2
1,27,1,1
13,27,12,13
13,13,3,3
1,9,1,3
1,12,1,3
2,3,2,3
3,10,3,3
5,10,2,2
10,10,2,2
5,13,3,3
12,13,5,6
5,19,4,7
12,14,4,4
4,24,4,5
9,24,1,6
3,15,2,5
6,15,5,5
8,15,2,3
10,15,1,4
14,15,1,1
15,15,1,1
15,15,1,1
4,27,1,11
12,27,9,11
14,27,11,11
7,14,6,8
13,14,2,3
1,20,1,11
6,20,6,11
11,20,11,11
13,20,2,4
15,20,4,4
16,20,1,5
9,9,2,2
4,10,2,2
5,7,4,5
7,7,2,2
7,7,2,2
2,11,2,3
4,5,4,5
4,7,1,1
3,18,3,4
9,32,2,2
29,32,6,7
6,17,4,4
11,17,5,6
22,22,3,3
1,3,1,3
2,3,2,3
10,19,8,9
18,19,3,3
19,19,1,2
7,8,1,1
5,11,2,3
6,11,3,3
11,11,4,4
2,11,2,2
8,11,6,8
1,6,1,5
4,6,4,5
2,12,2,4
6,12,2,2
12,88,2,5
30,88,1,8
39,88,2,2
51,88,2,7
52,88,3,7
77,88,4,5
87,88,4,4
1,8,1,1
2,2,2,2
5,12,5,7
6,12,6,7
7,12,7,7
8,12,1,5
11,12,4,5
3,12,1,4
2,10,2,3
4,10,1,1
9,10,1,2
22,26,8,12
2,15,2,2
4,15,2,2
5,19,4,4
12,19,1,2
18,19,1,2
6,6,2,3
6,6,3,3
3,10,3,4
15,52,7,8
29,52,3,6
4,20,3,3
11,17,1,1
12,17,1,1
15,17,1,1
16,17,1,3
17,17,1,1
6,22,2,4
14,22,3,4
20,22,1,3
22,22,1,1
5,5,3,3
9,17,2,3
1,4,1,2
5,18,2,9
8,54,6,14
9,54,7,14
15,54,13,14
54,54,2,2
3,11,3,3
5,11,2,3
1,4,1,4
12,19,1,4
15,19,4,4
1,7,1,1
3,7,2,3
4,7,3,3
12,14,12,14
2,13,2,10
1,7,1,2
7,7,5,5
8,28,6,22
12,43,1,2
23,43,3,3
4,5,2,2
8,27,3,5
10,27,5,5
15,27,5,7
24,27,2,5
2,61,2,2
16,61,2,5
51,61,6,9
1,13,1,1
2,13,1,6
4,4,1,1
9,47,5,6
12,47,2,2
14,47,2,5
33,47,4,14
43,47,14,14
1,11,1,3
13,16,4,4
2,17,2,5
3,17,3,5
15,17,1,1
2,26,2,2
14,20,5,6
17,20,1,4
18,20,2,4
20,20,4,4
8,8,2,2
15,32,3,12
17,32,5,12
22,32,10,12
29,32,2,6
30,32,3,6
11,34,1,1
29,34,1,2
7,11,1,1
16,48,1,1
44,48,1,1
5,6,5,6
5,11,3,3
9,9,5,5
3,8,3,5
19,21,1,3
1,8,1,3
5,8,2,4
4,6,2,2
2,9,1,2
5,9,2,2
11,11,2,2
1,16,1,3
3,16,3,3
14,16,1,2
1,15,1,1
9,15,1,8
10,15,2,8
2,10,2,4
7,10,3,3
5,15,5,13
14,15,1,2
5,16,5,8
7,16,7,8
4,10,1,4
11,11,1,1
8,66,3,11
24,66,8,9
53,66,7,8
7,9,2,3
3,6,3,4
4,6,4,4
5,6,1,1
5,17,1,3
9,17,2,2
10,17,1,2
17,17,2,3
8,13,3,5
13,13,2,4
1,3,1,1
6,15,3,3
16,23,11,13
9,23,9,10
10,23,10,10
7,18,1,10
18,18,1,1
6,6,6,6
3,3,3,3
4,10,1,1
6,10,2,3
5,6,5,6
13,19,1,1
15,19,2,2
16,19,1,2
2,11,2,2
6,11,6,6
3,7,2,2
5,7,1,1
6,7,1,1
3,36,3,3
13,36,1,2
16,36,2,5
17,36,3,5
18,36,4,5
24,36,3,4
25,36,4,4
34,36,9,9
14,21,5,5
1,10,1,3
9,10,6,6
18,18,1,1
4,19,1,4
7,19,4,4
17,19,3,3
2,16,2,3
5,16,1,1
13,16,1,2
5,10,1,1
5,10,1,1
12,41,4,5
40,41,9,10
8,12,3,5
10,12,5,5
7,17,1,6
3,9,1,4
1,11,1,2
5,11,1,6
7,11,3,6
7,16,3,3
1,30,1,1
2,30,1,1
8,30,1,2
13,30,1,2
16,30,2,2
19,30,1,1
21,30,2,2
30,30,2,2
7,10,4,6
9,10,6,6
2,17,2,2
8,16,4,4
1,1,1,1
5,8,2,5
8,11,3,3
1,15,1,1
13,15,3,5
13,13,11,11
8,8,4,4
28,49,2,2
4,4,4,4
1,6,1,2
4,6,2,2
5,10,4,4
8,10,1,1
10,10,3,3
7,14,3,6
5,5,4,4
12,21,2,2
21,21,1,1
16,18,4,4
17,18,1,2
6,6,5,5
8,12,3,5
11,12,1,3
12,12,3,3
4,4,4,4
6,7,2,3
1,7,1,2
1,19,1,12
4,19,4,12
7,19,7,12
2,11,2,2
2,13,2,5
4,13,4,5
1,14,1,5
10,14,5,5
2,11,2,2
7,11,4,6
6,9,4,5
7,9,5,5
3,7,3,4
12,26,3,3
4,20,2,4
16,20,1,3
3,3,1,1
2,5,2,3
4,5,1,2
8,13,1,1
7,12,3,3
1,19,1,1
7,19,1,2
9,19,1,6
7,29,4,4
9,9,2,2
5,7,1,2
6,7,2,2
7,7,1,2
5,6,2,3
6,6,3,3
1,10,1,1
7,10,1,2
3,14,2,4
10,14,3,8
1,2,1,2
11,37,4,8
33,37,6,6
1,23,1,2
7,23,3,3
11,23,1,2
12,23,2,2
14,23,1,2
17,23,1,4
22,23,2,4
6,13,1,4
8,13,3,4
13,13,4,4
5,9,4,4
1,2,1,2
1,11,1,1
3,10,3,3
7,10,4,4
21,29,2,9
6,10,1,3
1,5,1,4
2,5,2,4
18,19,18,19
4,18,3,12
13,18,12,12
14,18,1,5
15,18,2,5
17,18,4,5
4,37,4,7
3,11,3,4
9,11,1,3
6,7,2,3
6,10,2,3
14,33,2,21
20,33,8,21
2,15,2,2
10,12,1,2
41,97,13,18
75,97,2,2
79,97,4,5
91,97,1,5
1,8,1,3
5,8,2,4
7,8,4,4
2,19,2,5
4,15,1,3
6,15,3,3
9,15,1,4
10,15,2,4
13,15,1,3
4,22,3,3
18,22,6,7
21,22,2,2
22,22,2,2
3,11,1,6
8,11,6,6
1,34,1,1
6,34,3,3
34,34,12,12
7,28,5,12
9,28,7,12
24,28,6,6
14,34,3,6
19,34,2,16
23,34,6,16
28,34,11,16
3,10,1,7
5,8,2,4
8,8,1,1
5,6,1,1
4,10,4,4
16,49,5,6
28,49,11,15
40,49,4,11
41,49,5,11
43,49,7,11
23,38,9,10
26,38,2,6
29,38,5,6
2,42,2,10
4,42,4,10
10,42,10,10
11,42,1,10
14,42,4,10
25,42,5,10
36,42,1,1
1,47,1,5
4,47,4,5
11,47,6,8
23,47,5,22
32,47,14,22
37,47,19,22
3,11,1,2
12,19,3,6
4,20,4,6
4,35,4,4
21,35,1,5
24,35,4,5
35,35,3,4
7,11,4,4
5,11,3,3
2,24,2,6
2,4,2,3
1,5,1,5
2,5,2,5
5,5,5,5
4,10,1,7
5,9,2,6
2,10,2,5
6,10,1,5
10,12,1,2
12,12,2,3
13,21,4,6
21,21,2,2
26,30,4,7
2,14,1,1
13,14,1,2
14,14,2,2
9,35,3,3
22,35,2,6
26,35,6,6
27,35,1,4
30,35,4,4
31,35,1,1
32,35,1,5
9,21,2,4
11,21,4,4
6,16,1,8
4,5,4,4
2,15,2,3
8,15,5,5
9,15,1,3
10,15,2,3
1,1,1,1
4,10,2,3
10,10,2,2
10,17,1,1
5,5,4,4
1,7,1,1
6,7,2,3
10,46,7,10
21,46,2,4
37,46,3,3
8,15,1,3
12,15,2,2
14,15,2,3
8,17,2,2
11,17,1,7
2,6,2,3
3,6,3,3
6,13,5,5
13,19,1,1
16,19,3,4
10,15,1,2
8,9,1,1
9,9,1,1
8,10,1,2
4,6,2,2
5,6,1,2
3,6,3,4
4,6,4,4
1,11,1,1
9,14,3,5
4,4,4,4
13,15,1,3
4,7,4,4
2,5,2,5
14,27,2,3
20,27,5,6
1,31,1,2
12,31,3,4
15,31,2,2
16,31,1,1
17,31,1,3
19,31,3,3
20,31,1,3
31,31,1,1
2,6,2,5
4,6,4,5
1,23,1,1
18,23,2,6
19,23,3,6
11,11,1,1
6,6,5,5
5,14,5,5
8,14,3,6
12,14,1,3
13,14,2,3
2,9,2,2
5,9,1,5
1,13,1,1
11,13,3,3
7,15,4,6
8,15,5,6
12,13,3,4
16,19,1,4
19,35,2,5
20,35,3,5
25,35,1,3
13,27,3,3
6,8,1,1
7,8,1,2
1,4,1,1
4,5,1,2
6,8,1,1
7,8,1,2
1,3,1,3
7,14,1,5
10,14,4,5
3,13,1,3
4,13,2,3
8,13,3,3
11,13,1,2
6,9,3,3
9,9,3,3
5,12,3,4
8,12,2,2
2,38,2,5
20,38,7,10
2,12,2,4
8,12,4,5
12,12,3,3
2,2,2,2
2,5,2,4
3,5,3,4
5,15,5,7
4,5,1,2
4,5,1,2
4,5,4,5
3,8,2,4
1,7,1,3
2,4,1,2
6,32,3,6
13,32,4,4
17,32,4,9
3,4,3,4
1,7,1,3
4,7,1,1
8,19,3,3
18,19,1,2
5,22,5,5
7,22,2,2
11,22,1,2
21,22,1,1
21,51,1,5
34,51,4,4
35,51,1,2
51,51,4,4
6,45,2,3
7,45,3,3
11,45,3,3
17,45,3,3
25,45,3,3
31,45,5,5
40,45,2,2
45,45,5,5
1,6,1,3
6,6,3,3
4,25,1,9
5,25,2,9
16,34,4,5
17,34,5,5
6,10,4,4
1,10,1,1
3,10,2,3
6,15,2,3
5,10,1,3
9,10,2,3
3,37,3,4
4,37,4,4
9,37,5,5
31,37,4,6
33,37,6,6
34,37,1,6
1,12,1,12
5,10,5,10
6,10,6,10
2,9,1,2
8,8,2,2
2,7,2,3
1,6,1,6
3,6,3,6
6,13,2,3
7,13,3,3
9,13,2,2
3,7,3,5
5,7,5,5
7,7,2,2
1,4,1,2
1,5,1,5
5,5,5,5
6,6,1,1
2,34,2,2
5,34,1,2
11,34,1,1
25,34,1,4
33,34,5,5
34,34,6,9
34,34,7,9
34,34,9,9
2,34,2,2
5,34,1,2
11,34,1,1
25,34,1,4
33,34,5,5
34,34,6,9
34,34,7,9
34,34,9,9
3,21,3,3
19,21,1,3
3,12,1,3
6,12,1,3
8,12,3,3
9,12,1,1
17,19,3,4
18,19,4,4
19,19,1,2
6,24,1,5
7,24,2,5
22,24,2,2
1,4,1,2
3,4,1,2
3,4,1,2
1,11,1,1
7,11,4,6
8,11,5,6
4,4,2,2
1,6,1,3
5,13,2,3
7,13,1,7
10,13,4,7
1,3,1,1
3,3,1,1
5,7,5,6
2,5,1,2
1,9,1,1
4,7,2,2
11,16,2,3
8,28,2,2
4,6,1,3
18,39,4,4
28,39,3,3
39,39,3,3
5,13,1,2
8,13,2,3
11,13,2,2
13,13,2,2
3,9,3,3
7,9,4,4
9,9,1,1
1,3,1,3
11,16,1,5
12,16,2,5
14,16,4,5
16,16,3,3
5,41,3,6
20,41,12,12
31,41,11,15
38,41,3,3
22,37,6,6
34,37,5,6
36,37,1,2
1,16,1,1
8,16,3,4
15,16,1,2
10,10,6,6
10,10,6,6
4,11,4,6
1,7,1,2
3,7,1,2
6,7,2,3
13,15,1,1
3,30,3,4
11,30,7,7
18,30,3,11
23,30,8,11
26,30,11,11
4,23,4,4
15,23,2,3
5,8,1,1
8,8,2,2
5,8,1,1
6,15,3,5
13,15,4,6
2,18,2,2
10,18,2,7
11,18,3,7
15,18,7,7
17,18,2,3
4,7,1,3
7,7,1,1
6,8,3,3
7,7,1,1
1,11,1,1
11,13,2,2
13,13,5,5
6,40,1,2
8,40,1,1
11,40,2,6
14,40,5,6
32,40,1,2
5,18,5,5
2,9,1,1
6,9,1,2
4,7,3,6
5,7,4,6
6,6,1,1
3,9,2,6
7,9,6,6
10,10,2,2
12,19,4,5
13,19,5,5
16,19,3,4
2,4,1,3
4,5,4,4
4,10,3,3
6,10,2,3
7,10,3,3
9,10,2,3
3,4,3,4
1,9,1,9
3,8,3,8
8,11,6,9
1,5,1,5
4,27,3,3
5,27,1,4
9,27,1,4
23,27,3,7
5,11,1,1
6,20,2,5
11,20,1,4
4,12,1,5
6,14,6,6
1,75,1,2
2,75,2,2
31,75,2,4
54,75,4,6
75,75,1,2
11,20,5,7
12,20,6,7
4,11,4,6
5,6,3,4
1,1,1,1
11,11,1,1
1,33,1,1
2,33,1,4
22,33,5,6
6,8,2,4
1,4,1,3
3,4,3,3
4,4,1,1
3,3,3,3
6,8,2,4
2,4,1,2
4,4,2,2
7,12,1,1
1,4,1,3
2,2,1,1
3,6,1,1
4,29,1,1
28,29,3,4
6,7,5,5
1,6,1,4
4,6,4,4
6,6,2,2
1,3,1,3
10,38,3,20
20,38,13,20
22,38,15,20
26,38,19,20
1,12,1,1
2,12,1,1
3,12,1,2
1,9,1,2
1,3,1,3
8,8,2,3
1,10,1,3
2,10,2,3
3,10,3,3
6,10,3,4
12,19,3,3
16,19,4,7
19,19,7,7
19,19,1,1
3,6,3,4
5,6,1,2
5,13,2,5
7,13,4,5
6,26,1,1
7,26,1,1
26,26,1,1
1,4,1,3
2,4,2,3
5,15,1,2
15,15,3,3
2,18,1,1
3,4,1,2
4,4,2,2
2,2,2,2
9,25,1,2
13,25,2,2
25,25,1,1
3,19,3,3
4,19,1,5
10,19,2,2
12,19,2,7
5,12,3,3
6,9,6,6
8,9,2,2
9,9,1,1
7,7,7,7
6,13,2,4
6,17,1,5
1,9,1,1
11,16,6,6
4,50,2,11
14,50,1,4
19,50,2,24
24,50,7,24
25,50,8,24
46,50,5,7
48,50,7,7
1,8,1,4
2,21,2,3
10,21,2,3
12,21,1,6
15,21,4,6
17,21,6,6
21,21,2,2
7,8,1,1
8,8,1,1
9,10,2,3
2,3,1,1
3,3,1,1
3,4,1,2
6,8,2,4
3,4,1,2
2,7,2,5
7,7,2,2
6,14,4,4
10,14,4,4
14,14,4,4
4,5,4,4
4,7,4,4
8,8,1,1
3,19,3,4
10,19,6,10
6,16,2,2
8,16,2,2
7,16,7,16
1,9,1,2
3,9,1,7
4,9,2,7
6,9,4,7
15,15,5,5
6,8,6,8
7,7,1,1
8,13,3,4
5,5,3,3
1,14,1,1
14,14,3,5
8,16,1,1
10,16,2,3
5,16,5,16
1,17,1,4
4,17,4,4
6,17,2,2
8,17,1,1
9,17,1,7
17,17,2,3
13,13,1,1
2,15,1,1
5,15,3,3
13,15,1,2
15,15,1,1
4,13,2,2
10,13,2,4
7,13,1,3
1,19,1,2
12,19,4,5
15,19,2,6
18,19,5,6
4,6,2,4
13,13,1,1
1,9,1,4
1,2,1,2
1,3,1,3
4,17,4,4
5,17,1,4
15,15,1,1
3,4,3,4
9,29,2,2
13,29,1,1
19,29,1,2
23,29,1,1
25,29,2,2
29,29,3,4
5,7,1,1
6,7,1,2
7,7,2,2
4,4,2,2
1,5,1,4
3,5,3,5
6,7,1,2
7,7,2,2
3,11,2,4
7,11,2,3
7,10,1,2
8,8,3,3
2,10,2,8
11,19,8,8
7,8,2,3
4,6,4,6
4,6,2,3
5,22,1,1
10,22,2,3
1,2,1,2
6,6,3,3
9,41,4,6
20,41,2,5
22,41,4,5
23,41,5,5
41,41,1,1
3,31,3,10
12,31,2,7
15,31,5,7
21,31,4,7
25,31,1,2
9,26,7,9
11,26,9,9
12,26,1,2
24,26,5,5
26,26,2,2
3,8,2,2
8,8,1,1
3,6,3,3
1,7,1,2
3,7,1,5
6,12,3,5
1,2,1,2
2,30,2,2
12,30,3,5
17,30,3,5
27,30,5,7
30,30,1,2
15,20,3,5
18,20,1,3
3,7,3,7
6,7,6,7
2,7,2,4
3,7,3,4
5,19,1,3
8,19,1,3
10,19,3,3
16,19,1,2
18,19,1,2
2,22,2,2
5,22,2,3
16,22,2,3
7,7,1,1
7,12,2,2
1,5,1,2
1,28,1,1
20,28,1,3
22,28,3,3
24,28,2,2
3,5,3,5
5,5,5,5
6,10,1,2
9,10,2,3
3,5,3,5
17,18,3,3
18,18,1,2
11,16,4,5
15,16,3,4
7,12,2,2
9,12,2,2
7,17,7,7
9,17,2,8
16,17,1,2
6,8,4,6
18,18,5,6
6,18,3,5
17,17,3,3
2,12,2,11
4,12,4,11
11,12,11,11
2,20,1,2
12,12,12,12
14,17,6,7
15,17,7,7
16,17,1,2
3,9,1,2
7,15,3,3
10,15,3,3
7,13,3,3
11,13,2,2
7,11,1,2
2,4,1,1
8,10,1,2
15,19,1,4
16,19,2,4
17,19,3,4
6,6,2,2
1,9,1,2
2,9,2,2
6,9,4,7
4,6,2,2
7,10,2,4
10,10,1,1
13,14,7,8
1,14,1,3
2,14,2,3
5,14,2,4
11,14,4,6
2,14,1,4
3,13,2,4
10,13,3,6
1,2,1,2
6,9,2,4
8,9,4,4
4,19,4,4
10,19,6,6
18,19,1,2
2,11,2,2
9,11,6,7
11,11,2,2
9,40,1,1
11,40,2,7
17,40,1,10
24,40,8,10
30,40,4,7
34,40,1,7
7,44,7,7
9,44,2,3
11,44,1,1
42,44,1,1
43,44,1,3
44,44,3,3
1,17,1,2
5,16,3,3
16,16,1,1
7,24,4,8
13,24,2,9
24,24,2,2
3,10,2,2
4,10,1,2
7,10,2,3
8,10,3,3
2,5,1,3
5,5,1,2
6,9,2,6
3,15,3,3
7,15,1,6
1,32,1,1
3,32,2,2
15,32,12,13
22,32,4,9
2,2,2,2
18,46,4,5
22,46,3,6
27,46,2,4
29,46,4,4
43,46,2,4
13,17,3,4
4,12,2,3
5,12,3,3
6,7,4,4
2,5,1,3
5,5,1,1
13,13,7,7
1,7,1,7
5,7,5,7
1,2,1,2
2,2,2,2
3,31,3,3
6,31,3,3
21,31,1,1
22,31,1,10
29,31,8,10
25,35,1,2
27,35,1,3
5,27,5,8
17,27,9,16
2,4,2,4
1,7,1,3
1,6,1,2
8,15,4,4
9,73,2,2
12,73,3,14
17,73,8,14
22,73,13,14
31,73,4,13
50,73,10,12
2,4,2,4
3,4,3,4
3,5,3,5
7,29,1,1
24,29,1,4
5,6,2,2
2,13,2,3
13,13,1,2
5,10,2,2
9,10,1,2
1,13,1,1
5,13,4,4
13,13,1,1
4,6,2,3
3,22,3,3
13,22,6,6
15,22,2,4
19,22,2,3
21,22,1,2
22,22,2,2
5,18,2,2
8,18,2,2
11,18,3,8
17,18,1,2
1,9,1,1
1,4,1,4
4,4,4,4
6,11,2,3
2,15,2,2
5,12,1,1
6,12,1,3
11,12,3,3
13,20,5,6
19,20,3,4
2,16,2,6
10,12,1,1
2,6,2,2
5,5,5,5
10,10,2,2
4,4,4,4
1,12,1,1
2,12,1,2
11,12,1,2
2,14,2,3
13,13,1,1
6,13,1,4
3,7,1,2
4,7,2,2
5,7,1,3
4,4,2,2
4,11,2,2
1,2,1,2
2,17,2,2
3,17,1,2
4,17,2,2
8,17,4,4
12,17,4,6
4,7,1,2
2,5,2,3
1,3,1,3
7,10,5,6
20,32,1,1
4,19,2,2
18,19,2,3
3,10,2,2
6,10,1,1
2,2,1,1
4,5,1,2
4,4,1,1
7,8,1,2
1,46,1,11
12,46,1,1
23,46,2,12
26,46,5,12
30,46,9,12
41,46,5,10
5,14,1,2
4,16,1,1
13,16,1,1
4,27,4,10
13,27,3,12
19,27,9,12
2,11,1,1
1,6,1,4
6,6,2,2
10,10,6,6
2,17,2,8
6,17,6,8
7,17,7,8
8,17,8,8
11,17,3,4
12,17,4,4
16,17,2,2
17,17,1,1
4,6,2,3
6,6,1,1
11,19,2,3
15,19,2,3
16,19,3,3
11,11,2,2
6,6,6,6
7,7,3,3
2,16,2,6
13,16,3,6
9,10,9,10
4,4,4,4
1,8,1,1
6,15,3,6
13,17,2,3
5,5,5,5
3,3,3,3
4,6,2,4
5,6,3,4
7,13,3,3
10,13,1,1
2,29,1,1
25,29,2,3
6,30,1,3
16,30,6,20
20,30,10,20
30,30,1,2
16,17,2,3
4,19,1,2
8,19,3,5
10,19,5,5
19,19,2,2
2,20,2,8
4,26,2,6
15,26,7,7
6,17,2,8
8,19,8,9
12,19,3,5
15,19,1,3
1,7,1,5
5,7,5,5
9,10,6,7
12,12,2,2
8,9,1,2
7,19,2,2
5,23,1,5
4,58,2,2
18,58,3,4
21,58,1,3
22,58,2,3
37,58,2,3
42,58,3,3
46,58,3,3
58,58,1,1
8,26,2,5
16,26,5,8
18,26,7,8
19,26,8,8
21,26,2,3
26,26,5,5
5,8,5,5
7,8,2,3
3,15,1,4
1,5,1,5
9,17,1,8
12,17,4,8
17,17,1,1
2,3,2,3
28,39,1,12
33,39,6,12
39,39,12,12
5,17,1,1
6,17,1,6
11,17,6,6
5,38,1,3
18,38,4,7
6,11,3,3
3,4,3,4
1,7,1,2
4,7,1,1
7,7,2,2
17,19,4,6
5,16,3,6
11,16,3,6
15,16,1,2
4,8,1,1
4,4,1,1
7,11,4,4
2,5,2,5
3,5,3,5
4,5,4,5
18,20,1,1
7,13,3,7
13,13,2,2
1,6,1,2
2,6,2,2
3,6,1,4
4,6,2,4
6,6,4,4
9,19,2,6
10,16,2,8
1,8,1,8
15,32,3,6
5,5,1,1
5,8,4,4
8,8,3,4
8,8,4,4
2,13,2,3
3,13,3,3
12,13,5,5
3,14,3,3
4,14,1,4
12,14,1,3
3,25,3,6
5,25,5,6
18,25,6,13
25,25,13,13
7,8,4,4
8,8,1,1
3,5,2,3
5,5,1,1
25,27,2,3
7,11,3,4
10,11,2,3
4,24,4,6
7,24,1,8
8,24,2,8
9,24,3,8
11,24,5,8
24,24,10,10
2,8,2,8
7,8,7,8
8,8,8,8
6,39,4,10
16,39,4,4
22,39,6,16
31,39,15,16
34,39,2,7
5,14,5,8
1,10,1,3
10,10,3,3
11,14,3,4
8,12,7,7
27,81,8,42
37,81,18,42
38,81,19,42
43,81,24,42
55,81,36,42
8,11,1,1
9,11,1,3
11,11,3,3
8,11,2,2
3,21,3,3
3,12,3,3
2,7,2,2
4,14,2,4
8,14,1,1
12,14,1,1
14,14,1,3
12,39,3,4
17,39,3,3
31,39,9,11
32,39,10,11
8,8,1,1
6,8,3,3
1,19,1,1
4,19,3,3
13,19,3,8
17,19,7,8
3,21,3,4
8,21,4,6
21,21,1,2
3,10,3,3
8,10,1,2
10,14,1,1
6,8,1,1
7,7,3,3
5,9,3,4
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
2,12,1,1
6,12,2,2
12,12,3,3
2,28,2,4
13,28,5,11
21,28,2,6
2,13,2,3
3,13,3,3
4,13,1,2
2,5,2,3
5,46,1,1
10,46,2,2
14,46,2,6
17,46,5,6
21,46,3,5
29,46,5,13
31,46,7,13
32,46,8,13
37,46,13,13
2,9,2,3
4,9,1,2
1,11,1,2
2,11,2,2
4,11,2,2
4,41,4,4
11,24,5,6
15,24,3,3
18,24,3,7
19,24,4,7
20,24,5,7
21,24,6,7
22,24,7,7
4,19,3,3
17,19,6,7
19,19,2,2
4,39,2,6
7,39,5,6
8,39,6,6
9,39,1,3
11,39,3,3
15,39,4,6
17,39,6,6
22,39,5,6
23,39,6,6
24,39,1,6
29,39,6,6
37,39,3,3
2,30,2,2
3,30,1,1
4,30,1,4
11,30,4,4
13,30,2,7
14,30,3,7
18,30,7,7
23,30,5,7
30,30,1,1
5,22,4,4
9,22,1,3
10,22,2,3
17,22,4,4
16,20,7,11
6,11,1,3
9,11,1,3
7,9,1,2
1,1,1,1
7,19,3,4
5,11,1,2
6,11,2,2
5,6,1,2
3,24,3,4
15,24,1,1
20,24,2,6
4,9,1,4
5,9,2,4
8,9,1,1
1,7,1,3
3,17,3,5
1,22,1,2
4,22,2,4
22,22,3,3
3,9,3,5
12,25,4,6
4,8,2,2
8,8,3,3
10,15,4,4
11,28,6,8
9,29,5,5
14,29,5,5
6,18,5,10
8,18,7,10
13,18,2,2
14,18,1,2
3,5,3,4
4,8,1,6
8,18,4,5
12,18,3,4
14,18,1,4
16,18,3,4
3,6,1,4
5,6,3,4
3,7,2,3
14,40,4,6
17,40,1,1
26,40,4,5
30,40,1,3
36,40,2,3
3,16,3,3
11,16,1,1
8,11,5,5
12,28,5,8
22,28,7,7
2,9,2,2
3,9,1,1
6,9,1,1
7,9,1,1
6,10,1,2
8,10,1,3
