sentence_position,sentence_count,paragraph_position,paragraph_length
20,28,1,1
65,72,2,3
8,26,8,26
6,9,3,3
5,7,4,4
8,10,1,3
4,11,1,3
11,11,5,5
1,4,1,2
8,63,2,5
10,17,2,7
11,18,1,1
14,18,3,5
17,18,1,2
4,12,4,7
4,20,2,3
2,7,2,4
10,20,3,5
9,9,4,4
11,16,4,4
9,9,4,4
11,24,1,3
5,16,1,1
16,56,4,7
4,5,1,1
16,17,1,1
12,19,5,8
33,34,1,1
12,24,2,8
4,5,1,1
2,3,1,2
6,29,2,3
8,9,5,5
14,16,6,6
6,28,4,6
19,28,4,8
3,11,1,2
9,26,3,6
11,14,3,4
4,30,4,4
5,6,1,2
13,14,5,5
7,15,2,3
2,29,2,13
14,29,1,3
8,14,1,5
20,23,1,2
3,6,2,3
5,6,1,1
3,3,1,1
2,13,1,5
3,4,3,4
2,2,2,2
9,19,1,2
11,19,1,3
13,19,3,3
9,9,1,1
1,6,1,1
9,23,5,7
3,10,3,3
5,13,5,8
21,36,3,5
12,13,1,2
5,16,3,3
8,8,1,2
4,9,2,2
1,6,1,1
5,6,1,1
5,57,2,2
44,57,3,7
12,29,3,3
5,9,5,9
3,33,2,8
4,6,2,3
26,28,1,1
4,17,1,2
5,7,3,4
4,4,4,4
2,4,2,2
5,9,3,6
9,26,2,5
6,20,3,5
16,27,1,1
24,27,5,5
4,4,2,2
11,14,5,6
2,13,2,2
5,13,2,2
10,27,1,1
23,27,1,1
23,37,1,3
25,37,3,3
7,15,2,3
6,26,6,9
13,41,10,14
14,41,11,14
14,30,1,4
12,18,1,2
4,16,4,9
1,14,1,4
8,15,1,3
10,15,3,3
3,25,1,6
6,25,4,6
10,25,1,3
14,25,2,4
14,48,2,8
21,48,1,1
38,48,6,6
8,10,3,6
11,19,2,2
17,19,1,2
19,19,1,2
9,13,1,1
7,11,2,2
14,24,1,2
24,24,4,6
30,34,7,11
5,24,3,3
5,12,1,1
4,5,4,5
5,5,5,5
2,2,2,2
9,19,2,3
17,19,1,4
15,50,7,7
15,29,2,3
17,18,5,6
11,14,5,5
9,18,3,3
8,13,6,6
2,6,2,4
31,54,1,2
41,54,3,3
4,14,4,14
3,7,1,3
2,26,2,2
3,3,3,3
8,8,1,1
1,8,1,4
6,8,2,2
6,36,1,3
23,36,4,9
33,36,3,4
21,47,1,4
34,47,3,4
5,20,3,4
5,6,2,3
29,45,5,9
32,45,8,9
30,32,2,4
3,3,1,1
7,41,1,4
21,42,5,16
12,12,2,2
10,32,2,3
17,42,2,4
28,42,5,9
3,10,3,3
34,39,4,4
34,42,6,10
3,28,3,4
10,33,2,3
5,12,1,3
15,18,2,5
22,23,6,7
33,43,3,4
19,22,1,1
4,12,1,4
33,47,2,6
18,23,2,3
5,18,3,3
3,6,1,2
8,27,4,5
13,27,4,5
8,18,2,3
5,15,1,10
14,15,10,10
69,82,2,2
73,82,3,3
16,16,3,3
9,14,2,2
9,30,3,8
4,20,3,5
20,20,2,2
42,54,2,3
3,3,3,3
32,37,4,9
4,12,2,3
10,13,2,4
6,30,3,4
12,30,5,5
19,30,5,6
17,18,3,3
11,13,1,2
23,28,2,4
4,9,1,1
1,9,1,1
1,9,1,1
2,2,2,2
3,7,3,6
4,4,2,2
23,32,1,3
22,26,7,8
41,49,7,12
4,18,1,1
3,5,3,5
10,14,3,3
2,7,2,2
5,8,5,8
30,33,3,6
23,36,9,21
4,35,4,8
30,35,1,2
32,35,1,5
13,39,4,5
32,68,7,7
32,34,2,5
12,48,2,33
11,11,2,2
1,3,1,3
3,3,3,3
8,11,1,3
16,18,1,2
17,26,1,1
20,26,3,6
12,24,3,5
29,29,1,2
4,11,3,4
3,11,3,4
29,29,3,4
16,19,4,4
6,57,5,7
29,57,21,27
33,57,25,27
35,57,27,27
45,57,10,14
2,6,1,1
29,35,8,14
10,14,1,1
10,10,2,2
12,12,1,1
2,22,2,3
49,82,2,2
50,82,1,5
53,82,4,5
14,21,5,5
4,66,1,1
15,66,1,3
1,8,1,1
3,8,2,2
1,4,1,2
5,33,3,3
32,33,7,8
9,10,1,2
1,1,1,1
10,16,10,11
13,13,1,1
9,12,2,3
1,5,1,2
7,12,6,6
3,10,1,5
10,29,4,5
17,27,2,3
15,20,1,2
5,8,2,4
4,5,1,2
12,34,6,6
11,11,1,1
5,13,1,2
12,12,4,4
3,24,2,2
22,29,2,4
31,36,7,7
36,36,5,5
2,8,1,2
4,7,4,6
20,41,3,7
24,41,7,7
6,41,2,2
6,12,1,2
10,12,1,3
12,12,3,3
8,28,2,6
9,12,3,3
1,16,1,1
9,16,2,6
4,10,2,8
12,24,2,7
9,17,6,6
10,14,5,5
3,7,2,2
14,14,1,1
1,29,1,3
16,29,5,11
3,5,3,3
4,25,1,1
5,20,4,4
6,20,1,1
14,20,5,8
15,20,6,8
3,10,1,1
21,55,7,19
6,23,6,9
8,8,4,4
49,58,2,7
50,58,3,7
51,58,4,7
39,43,5,5
1,6,1,2
23,53,3,5
26,53,1,3
8,16,3,3
9,11,3,5
1,4,1,4
2,4,2,4
1,16,1,4
8,10,3,3
9,10,1,2
2,26,2,3
9,13,1,5
19,19,1,1
36,36,6,6
4,13,2,3
9,14,2,2
34,50,1,5
2,5,1,5
10,22,1,5
16,22,1,5
14,23,2,5
1,5,1,3
1,4,1,1
9,17,4,4
6,11,1,3
11,20,3,4
5,5,3,3
16,58,16,58
14,25,5,6
19,25,4,4
11,11,2,4
7,7,2,2
2,7,1,1
3,7,1,1
6,6,1,1
5,16,3,4
23,24,4,5
8,10,1,1
12,38,4,6
2,8,1,2
14,21,1,5
18,23,2,6
14,19,1,2
6,26,4,6
22,26,2,4
2,2,1,1
8,12,1,3
10,12,3,3
7,8,1,2
8,8,1,1
29,29,4,5
6,9,5,5
26,39,26,39
32,39,32,39
8,11,2,5
2,11,2,2
10,11,7,8
11,11,8,8
7,7,3,3
24,55,4,9
31,55,2,8
2,4,2,4
7,34,3,9
9,10,2,3
3,5,3,5
5,5,1,1
8,11,5,5
22,23,3,4
6,23,5,6
18,18,1,1
13,13,1,1
4,15,4,5
72,75,2,6
32,38,3,4
1,5,1,5
51,54,4,4
21,59,3,3
22,59,1,7
50,59,8,9
1,7,1,1
13,13,2,2
7,30,4,4
15,17,1,1
1,32,1,16
13,32,13,16
25,32,1,4
15,16,1,3
18,42,8,8
22,42,4,8
4,8,4,4
2,2,1,1
34,51,5,5
42,53,1,3
18,32,1,2
19,32,2,2
1,41,1,1
7,13,7,7
2,6,2,3
6,6,4,4
6,9,2,5
22,39,6,9
8,8,1,1
11,17,2,3
14,45,3,6
8,8,1,1
1,10,1,1
6,21,1,3
4,5,4,5
4,4,1,1
10,12,3,3
10,12,3,5
2,5,2,2
13,13,4,4
4,11,2,2
3,12,1,3
7,7,1,1
28,28,1,1
11,16,2,4
14,25,3,7
1,2,1,2
13,22,4,4
10,12,2,3
1,7,1,1
31,33,1,4
11,11,1,1
6,11,3,3
5,16,3,7
4,17,1,1
9,14,7,7
14,14,3,3
6,10,6,6
2,8,2,7
4,4,1,1
